customer_id,churn,age,gender,marital_status,education_level,dependent_count,occupation_type,annual_income,income_band,income_category,city_tier,region,customer_segment,tenure_months,onboarding_channel,relationship_type,number_of_products,primary_account_type,card_category,customer_lifetime_value,loyalty_program_member,referral_count,last_contacted_days,relationship_manager_assigned,avg_monthly_balance,current_balance,balance_decline_percentage,monthly_transaction_count,monthly_transaction_value,cash_withdrawal_count,upi_transaction_count,debit_card_transaction_count,net_banking_transaction_count,account_inactive_days,total_trans_amt,total_trans_count,total_amt_chng_q4_q1,total_ct_chng_q4_q1,avg_open_to_buy,total_revolving_bal,savings_account_flag,current_account_flag,credit_card_flag,personal_loan_flag,home_loan_flag,auto_loan_flag,fixed_deposit_flag,investment_product_flag,insurance_product_flag,demat_account_flag,credit_card_limit,credit_card_spend,credit_utilization_ratio,minimum_due_paid_flag,late_credit_card_payment_count,loan_outstanding_amount,emi_amount,emi_payment_delay_count,loan_default_risk_score,prepayment_flag,mobile_app_login_count,website_login_count,digital_transaction_ratio,last_login_days,failed_login_count,app_rating_given,paperless_statement_enabled,digital_service_usage_score,mobile_banking_active_flag,email_open_rate,total_complaints,complaint_resolution_time,unresolved_complaint_count,branch_visit_count,call_center_interaction_count,relationship_manager_interaction_count,service_request_count,escalation_count,satisfaction_score,nps_score,campaign_received_count,campaign_response_count,cross_sell_offer_count,upsell_offer_count,retention_offer_received,retention_offer_accepted,last_campaign_response_days,discount_or_fee_waiver_received,competitor_bank_offer_awareness,customer_feedback_sentiment,monthly_income_estimate,credit_utilization_3m_avg,credit_utilization_6m_avg,avg_quarterly_balance,total_digital_logins,debt_to_income_ratio,digital_engagement_index,competitor_bank_offer_awareness_ord,customer_feedback_sentiment_ord,income_band_ord,gender_enc,marital_status_enc,occupation_type_enc,region_enc,customer_segment_enc,onboarding_channel_enc,relationship_type_enc,primary_account_type_enc,income_category_enc,customer_stability_index,complaint_severity_score,relationship_strength_score,silent_churn_risk,financial_stress_score,churn_probability,risk_level,revenue_at_risk,risk_tier,persona_cluster,persona_name,retention_strategy
140430,0,50,Male,Single,Graduate,3,Business Owner,50556,Middle,$40K - $60K,Tier 1,North,Mass,33,Referral,Multi-Product,3,Savings,Blue,7074.61,1,1,27,0,28182.0,26096.0,9.75,5,241.92,5,18,13,10,45,2903,69,0.708,0.683,1507.0,1291,1,0,1,0,0,1,0,1,1,0,2798,1726.0,0.461,0,0,26492.0,1249.0,0,7.6,1,16,7,0.891,27,0,,1,61.6,1,0.726,0,0,0,4,2,0,0,0,4.4,11,3,1,3,1,0,0,50,0,Not Aware,Positive,4281,0.425,0.396,85996.0,23,0.2965,60.0,0,2,2,1,2,0,2,2,4,2,3,1,57.6,0.0,26.593226813628178,1080.0,0.0,1.42130075e-05,Low Risk,0.100551484912894,Low,2,High Value,Routine loyalty engagement and digital experience optimization
140431,0,40,Male,Married,Graduate,2,Homemaker,97579,Upper-Middle,$80K - $120K,Tier 1,South,HNI,28,Online,Premium,6,Savings,Blue,18428.24,1,0,52,1,14310.0,19926.0,2.12,5,333.58,4,7,10,7,73,4003,67,0.938,0.595,2482.0,1172,1,1,1,0,0,1,0,1,1,1,3654,2952.0,0.321,1,0,61766.0,1873.0,0,36.5,1,24,7,0.857,8,0,,1,68.7,1,0.499,3,7,0,3,3,3,1,0,1.5,35,8,0,4,2,0,0,20,0,High,Positive,8434,0.331,0.296,44655.0,31,0.2303,61.0,3,2,3,1,1,1,3,1,3,3,3,3,38.5,1.7999999999999998,58.93016287620116,312.0,0.0,7.819241e-05,Low Risk,1.440948497678037,Low,1,Silent Risk,Routine loyalty engagement and digital experience optimization
140432,1,59,Male,Married,High School,1,Self-Employed,66980,Middle,$60K - $80K,Tier 2,East,HNI,36,Branch,Savings Only,3,Salary,Blue,12282.11,0,0,14,1,2248.0,2962.0,11.42,1,60.92,7,6,7,2,77,731,18,0.749,0.5,6705.0,0,1,0,1,0,0,0,0,0,1,0,6705,500.0,0.0,0,3,0.0,0.0,0,56.3,0,14,11,0.682,16,1,5.0,0,40.6,1,0.26,0,0,0,4,3,0,0,0,2.6,13,2,0,1,0,0,0,93,1,High,Negative,5096,0.044,0.131,6471.0,25,0.0,34.0,3,0,2,1,1,4,1,1,0,4,2,2,40.2,0.0,28.2479412808977,1056.0,0.0,0.9874313,High Risk,12127.739693777561,High,3,Financially Stressed,Immediate relationship manager intervention with premium retention offer
140433,0,42,Female,Married,Graduate,5,Salaried,19955,Low,Less than $40K,Tier 1,South,HNI,36,Mobile App,Multi-Product,5,Current,Blue,4385.05,1,1,14,1,4453.0,3847.0,-12.93,6,365.75,9,23,16,9,78,4389,79,0.493,0.58,2519.0,1709,1,1,1,0,0,0,1,1,0,1,4228,2992.0,0.404,1,1,0.0,0.0,0,1.0,0,14,11,0.842,11,2,3.9,1,61.5,1,0.328,3,1,0,4,4,2,2,0,3.5,75,5,1,3,5,0,0,5,0,Low,Positive,1422,0.425,0.408,13446.0,25,0.0,49.1,1,2,0,0,1,3,3,1,2,2,0,4,50.13,1.7999999999999998,41.93092164410828,559.9,0.0,3.0767616e-05,Low Risk,0.13491753633170447,Low,0,Digitally Loyal,Routine loyalty engagement and digital experience optimization
140434,0,34,Female,Married,Unknown,0,Student,18000,Low,Less than $40K,Tier 2,South,Affluent,26,Branch,Savings Only,5,NRE/NRO,Blue,2791.23,1,1,14,0,7072.0,8353.0,-2.02,6,450.75,4,14,11,10,91,5409,82,0.892,0.822,2291.0,0,0,0,1,0,0,0,1,0,0,1,2291,2406.0,0.0,1,0,0.0,0.0,0,73.1,0,23,13,0.897,11,1,,0,55.4,1,0.538,0,0,0,6,1,0,1,0,4.4,53,7,0,1,0,0,0,23,0,Low,Positive,1049,0.0,0.249,20744.0,36,0.0,49.3,1,2,0,0,1,5,3,0,0,4,1,4,51.589999999999996,0.0,39.672979193564295,557.7,0.0,0.00011074183,Low Risk,0.30910591366722656,Low,0,Digitally Loyal,Routine loyalty engagement and digital experience optimization
140435,0,62,Female,Married,Graduate,1,Self-Employed,22425,Low,Less than $40K,Tier 1,North,Affluent,50,DSA,Savings Only,6,Current,Blue,6410.88,0,2,12,1,10963.0,8172.0,-1.04,2,146.42,2,20,8,3,187,1757,33,0.431,0.833,825.0,1977,0,0,1,0,1,0,1,0,0,0,2802,1385.0,0.706,0,1,6831.0,235.0,2,27.5,0,17,9,0.939,4,1,2.5,0,55.4,1,0.216,1,1,0,0,4,5,0,0,3.6,-11,2,0,2,0,0,0,11,0,Medium,Neutral,1681,0.631,0.545,33526.0,26,0.1258,47.7,2,1,0,0,1,4,2,0,1,4,0,4,55.91,0.6,52.59544679186864,209.2,0.2516,0.008032477,Low Risk,51.495249103903774,Low,0,Digitally Loyal,Routine loyalty engagement and digital experience optimization
140436,0,65,Male,Single,Graduate,1,Salaried,54746,Middle,Unknown,Tier 1,Central,Affluent,56,Online,Savings Only,4,Current,Blue,25571.8,1,3,9,0,9712.0,13546.0,-14.58,6,260.75,6,16,9,3,98,3129,79,0.735,0.837,21896.0,1670,1,1,1,1,0,0,0,1,0,0,23566,1261.0,0.071,1,0,100338.0,4532.0,2,37.6,1,19,11,0.824,16,2,,0,51.0,1,0.582,2,1,0,2,3,0,2,0,5.0,9,8,1,2,2,1,1,60,0,Not Aware,Neutral,4390,0.032,0.111,30862.0,30,0.9934,38.0,0,1,2,1,2,3,0,0,3,4,0,5,63.800000000000004,1.2,40.597138262457555,992.0,1.9868,0.0001034538,Low Risk,2.6454998819652245,Low,2,High Value,Routine loyalty engagement and digital experience optimization
140437,1,41,Male,Single,Unknown,3,Salaried,69143,Middle,$60K - $80K,Tier 1,West,Mass,32,Branch,Multi-Product,1,Current,Blue,5772.02,0,0,43,1,4072.0,4362.0,6.92,2,139.92,6,11,6,4,115,1679,29,0.313,0.318,3651.0,1046,1,1,1,0,0,0,0,0,0,0,4697,735.0,0.223,0,4,0.0,0.0,0,36.9,0,6,9,0.778,6,1,3.6,1,48.5,1,0.413,2,5,1,2,3,0,3,0,2.1,29,4,0,1,0,1,0,3,1,Low,Negative,5620,0.211,0.213,11785.0,15,0.0,47.5,1,0,2,1,2,3,4,2,0,2,0,2,39.65,1.2,8.66095061945819,315.0,0.0,0.99884987,High Risk,5765.381419563294,High,3,Financially Stressed,Immediate relationship manager intervention with premium retention offer
140438,0,55,Male,Single,Graduate,3,Retired,84861,Upper-Middle,$80K - $120K,Tier 1,South,HNI,51,Mobile App,Multi-Product,6,Current,Blue,29098.01,1,0,47,1,11069.0,15091.0,14.95,5,336.83,6,20,13,10,87,4042,62,0.803,0.722,17198.0,0,1,1,1,1,0,1,1,1,1,1,17198,2268.0,0.0,1,1,88205.0,1875.0,0,30.1,0,16,7,0.878,12,0,2.4,1,56.4,1,0.37,0,0,0,1,3,4,3,0,3.6,72,5,0,1,1,0,0,19,0,Medium,Positive,6039,0.0,0.041,33925.0,23,0.2651,55.2,2,2,3,1,2,2,3,1,2,2,0,3,58.56,0.0,61.67075659177388,537.5999999999999,0.0,0.0005987187,Low Risk,17.421522814611087,Low,1,Silent Risk,Routine loyalty engagement and digital experience optimization
140439,1,57,Male,Divorced,Unknown,4,Business Owner,180854,High,$120K +,Tier 2,West,HNI,36,Branch,Premium,2,Savings,Blue,27841.82,1,0,54,1,4171.0,3147.0,29.18,5,753.33,1,13,8,3,75,9040,63,1.078,0.8,11475.0,2219,1,0,1,0,1,0,1,1,1,0,13694,3918.0,0.162,1,3,18307.0,800.0,0,36.4,0,18,9,0.96,28,2,2.8,0,56.7,1,0.392,2,10,1,2,3,0,6,0,3.0,-30,3,0,0,0,1,0,89,1,High,Neutral,18184,0.134,0.182,12348.0,27,0.0531,45.1,3,1,4,1,0,0,4,1,0,3,3,0,45.93,1.2,20.46866080484401,1537.2,0.0,0.9989862,High Risk,27813.593534036874,High,1,Silent Risk,Immediate relationship manager intervention with premium retention offer
140440,0,48,Female,Single,High School,3,Self-Employed,18000,Low,Less than $40K,Tier 1,South,Mass,32,Referral,Multi-Product,1,Savings,Blue,4663.22,0,1,17,0,14803.0,13536.0,2.88,7,410.5,7,14,15,9,69,4926,89,0.94,0.816,1109.0,1539,1,0,1,0,0,0,1,0,0,0,2648,2219.0,0.581,0,2,0.0,0.0,0,42.2,0,20,9,0.844,8,1,4.4,0,54.4,1,0.237,1,1,0,1,3,0,3,0,5.0,14,4,0,1,1,0,0,22,0,Not Aware,Positive,1197,0.493,0.321,43535.0,29,0.0,45.4,0,2,0,0,2,4,3,2,4,2,3,4,56.42,0.6,8.447675896729189,436.8,0.0,0.00018121806,Low Risk,0.8450596642243909,Low,0,Digitally Loyal,Routine loyalty engagement and digital experience optimization
140441,0,47,Male,Divorced,Uneducated,4,Salaried,95698,Upper-Middle,$80K - $120K,Tier 3,West,Affluent,30,Mobile App,Savings Only,5,Savings,Blue,13415.69,1,2,2,1,9868.0,11377.0,2.43,2,145.58,8,9,6,7,89,1747,31,1.302,1.214,15201.0,2481,1,0,1,0,0,1,0,1,1,0,17682,861.0,0.14,1,3,84479.0,3503.0,0,46.5,0,9,6,0.733,59,2,,1,50.2,1,0.37,1,1,0,2,2,9,0,0,4.2,35,0,0,1,1,0,0,12,0,Not Aware,Negative,8055,0.172,0.216,30172.0,15,0.4393,50.4,0,0,3,1,0,3,4,0,2,4,3,3,52.31999999999999,0.6,47.52127366653761,2926.4,0.0,0.0012337698,Low Risk,16.551873349978123,Low,1,Silent Risk,Routine loyalty engagement and digital experience optimization
140442,0,56,Female,Single,Graduate,2,Salaried,70655,Middle,Unknown,Tier 1,West,Affluent,48,Online,Lending,5,Savings,Blue,23918.72,1,1,43,1,8749.0,9124.0,12.62,7,403.08,10,19,12,7,94,4837,87,0.682,0.673,1417.0,2517,1,0,1,0,1,0,0,1,1,0,3934,3154.0,0.64,1,0,52432.0,2411.0,0,57.9,0,20,12,0.792,18,4,,1,63.2,1,0.563,1,1,0,2,2,4,3,0,4.9,21,3,0,2,0,0,0,90,1,Not Aware,Positive,6340,0.555,0.432,27113.0,32,0.4095,49.4,0,2,2,0,2,3,4,0,3,1,3,5,63.42,0.6,50.41229251155219,910.8000000000001,0.0,2.1975506e-05,Low Risk,0.5256259667524137,Low,2,High Value,Routine loyalty engagement and digital experience optimization
140443,0,40,Female,Single,Unknown,4,Salaried,29786,Low,Less than $40K,Tier 1,North,Mass,25,Online,Multi-Product,4,Savings,Blue,4554.54,1,1,45,0,20758.0,17480.0,-15.0,5,304.58,3,16,9,9,57,3655,70,0.636,0.667,622.0,1507,1,0,1,1,0,0,0,0,1,0,2129,1870.0,0.708,1,0,65641.0,1705.0,1,19.3,0,13,9,0.919,12,1,5.0,1,58.8,1,0.381,2,8,0,6,1,0,3,0,4.1,67,4,0,2,1,0,0,27,1,Low,Positive,2562,0.579,0.643,59227.0,22,0.6869,57.2,1,2,0,0,2,3,2,2,3,2,3,4,51.76,1.2,33.696397414840995,513.5999999999999,0.6869,0.00020228581,Low Risk,0.9213188121284475,Low,0,Digitally Loyal,Routine loyalty engagement and digital experience optimization
140444,0,54,Female,Married,Uneducated,1,Salaried,57930,Middle,$40K - $60K,Tier 1,North,Affluent,44,Online,Multi-Product,5,Savings,Blue,14913.59,0,3,3,1,19903.0,24057.0,-12.7,1,142.17,9,23,7,4,60,1706,21,1.434,1.625,3845.0,1711,1,0,1,0,0,0,1,0,0,0,5556,1007.0,0.308,1,2,0.0,0.0,0,27.2,0,22,12,0.791,14,1,3.4,1,64.8,1,0.434,1,10,0,6,3,4,2,0,4.3,51,5,1,3,1,1,1,25,0,Not Aware,Positive,5930,0.294,0.335,56915.0,34,0.0,57.0,0,2,2,0,1,3,2,0,3,2,3,1,60.5,0.6,48.05047603733044,602.0,0.0,4.9497452e-05,Low Risk,0.7381847049111093,Low,2,High Value,Routine loyalty engagement and digital experience optimization
140445,0,31,Male,Married,Unknown,0,Business Owner,24034,Low,Less than $40K,Tier 1,South,Affluent,25,DSA,Multi-Product,2,Savings,Blue,3752.6,0,2,12,0,12090.0,12234.0,7.25,9,1291.25,3,19,8,8,90,15495,112,0.697,0.778,4093.0,0,1,0,1,1,0,0,1,1,0,0,4093,4298.0,0.0,1,2,185084.0,9028.0,1,27.7,0,19,8,0.921,11,0,,0,53.8,1,0.427,1,4,0,2,0,0,1,0,5.0,11,5,0,2,2,1,0,19,0,Low,Positive,1860,0.0,0.046,36478.0,27,4.5076,50.7,1,2,0,1,1,0,3,0,1,2,3,4,55.21,0.6,16.460941316918312,542.3,4.5076,0.0019391867,Low Risk,7.276992047694511,Low,0,Digitally Loyal,Routine loyalty engagement and digital experience optimization
140446,0,44,Male,Married,Uneducated,1,Self-Employed,70872,Middle,$60K - $80K,Tier 1,South,Affluent,36,Mobile App,Multi-Product,5,Savings,Blue,12959.57,1,2,3,1,30291.0,34351.0,3.69,2,102.92,5,21,13,15,86,1235,30,1.283,0.667,12010.0,2440,1,0,1,1,0,0,0,1,1,0,14450,707.0,0.169,0,2,65675.0,2631.0,0,1.0,0,21,13,0.907,20,1,3.5,1,66.0,1,0.341,2,7,0,8,3,4,2,0,3.5,-21,3,0,2,1,0,0,10,0,Low,Negative,6054,0.098,0.157,91209.0,34,0.4455,65.4,1,0,2,1,1,4,3,0,2,2,3,2,55.02,1.2,47.34833475210295,691.9999999999999,0.0,0.00010099444,Low Risk,1.3088445015811885,Low,2,High Value,Routine loyalty engagement and digital experience optimization
140447,0,37,Female,Single,High School,3,Self-Employed,18000,Low,Less than $40K,Tier 2,West,Mass,25,Mobile App,Multi-Product,3,Savings,Blue,4407.59,0,0,47,0,4412.0,5998.0,14.08,5,229.25,2,17,9,9,86,2751,68,0.741,0.659,2282.0,0,0,1,1,0,0,0,1,0,0,0,2282,1511.0,0.0,1,0,0.0,0.0,0,48.5,0,24,11,0.946,27,2,,0,61.1,1,0.381,1,4,0,1,4,0,2,0,4.1,12,4,0,0,0,0,0,137,0,Low,Neutral,1049,0.0,0.133,12968.0,35,0.0,51.9,1,1,0,0,2,4,4,2,2,2,3,4,50.17,0.6,25.173930568277626,1298.7,0.0,0.008447364,Low Risk,37.23251697227359,Low,0,Digitally Loyal,Routine loyalty engagement and digital experience optimization
140448,1,59,Female,Single,Graduate,1,Self-Employed,22627,Low,Less than $40K,Tier 1,East,Mass,49,Branch,Premium,4,Savings,Blue,1899.15,0,1,58,0,13409.0,15375.0,27.66,4,226.67,4,14,8,6,99,2720,53,0.877,0.71,2790.0,424,1,0,1,0,0,0,0,0,0,0,3214,2009.0,0.132,0,1,0.0,0.0,0,24.2,0,13,7,0.875,25,1,,0,50.9,1,0.202,3,6,1,2,4,0,5,0,3.9,4,3,0,2,1,0,0,204,0,Not Aware,Negative,1703,0.065,0.176,41666.0,20,0.0,37.0,0,0,0,0,2,4,1,2,0,3,3,4,54.1,1.7999999999999998,30.198752437627093,1575.0,0.0,0.9969825,High Risk,1893.4193430930377,High,3,Financially Stressed,Immediate relationship manager intervention with premium retention offer
140449,0,48,Female,Married,Graduate,2,Self-Employed,58336,Middle,$40K - $60K,Tier 2,North,Affluent,41,Online,Investment,6,Savings,Silver,20577.24,1,0,54,0,4522.0,6273.0,2.02,4,305.58,2,15,5,8,119,3667,52,0.293,1.167,13926.0,2076,1,0,1,1,0,0,1,0,0,1,16002,2421.0,0.13,1,1,28587.0,1123.0,0,42.7,0,22,11,0.933,21,0,2.3,0,57.5,1,0.707,1,2,0,1,1,0,5,0,4.7,28,4,0,0,1,0,0,42,0,Medium,Neutral,6028,0.135,0.21,13446.0,33,0.231,47.0,2,1,2,0,1,4,2,0,3,0,3,1,58.7,0.6,59.591936914852496,1113.0,0.0,0.0076736338,Low Risk,157.9022033567168,Low,2,High Value,Routine loyalty engagement and digital experience optimization
140450,0,49,Female,Single,High School,2,Business Owner,30570,Lower-Middle,Less than $40K,Tier 2,North,Mass,40,Mobile App,Savings Only,3,Salary,Blue,9044.01,1,0,48,0,2591.0,2196.0,10.7,7,371.42,1,16,7,6,79,4457,84,0.541,0.714,532.3,906,1,0,1,0,0,1,1,0,1,1,1438,1510.0,0.63,1,0,15796.0,649.0,0,56.7,0,20,12,0.967,6,2,4.4,1,61.9,1,0.383,2,1,0,4,2,0,1,0,4.6,20,3,0,2,1,0,0,2,0,Medium,Positive,2665,0.567,0.499,7643.0,32,0.2548,62.7,2,2,1,0,2,0,2,2,2,4,2,4,62.41,1.2,27.32990551023594,223.79999999999998,0.0,0.00045212617,Low Risk,4.089033626292657,Low,0,Digitally Loyal,Routine loyalty engagement and digital experience optimization
140451,0,56,Female,Married,College,1,Self-Employed,49721,Lower-Middle,$40K - $60K,Tier 1,South,Mass,44,Branch,Lending,5,Current,Blue,12184.75,1,1,2,0,26386.0,19266.0,-3.39,3,187.5,4,16,7,5,58,2250,39,1.248,0.857,2531.0,1557,0,0,1,0,1,0,0,0,1,0,4088,1368.0,0.381,1,2,160054.0,6170.0,1,58.9,0,18,5,0.875,7,1,,1,61.8,1,0.4,2,9,0,0,4,0,4,0,3.2,26,4,1,2,0,0,0,11,0,Not Aware,Positive,4110,0.388,0.426,81079.0,23,1.4891,54.1,0,2,1,0,1,4,3,2,0,1,0,1,53.03,1.2,47.040112576262594,321.3,1.4891,0.0013267468,Low Risk,16.166077742003836,Low,0,Digitally Loyal,Routine loyalty engagement and digital experience optimization
140452,0,35,Male,Married,Graduate,2,Retired,89367,Upper-Middle,$80K - $120K,Tier 2,North,Affluent,21,Mobile App,Lending,6,Salary,Blue,7821.4,0,3,71,1,6912.0,9633.0,-12.49,9,1133.67,3,19,9,3,80,13604,116,0.745,0.731,5168.0,2517,1,1,1,0,1,0,1,0,0,0,7685,7318.0,0.328,0,1,14771.0,557.0,0,45.5,0,14,13,0.912,21,1,3.4,0,48.4,1,0.771,1,1,0,1,1,3,0,0,4.1,42,6,0,0,0,0,0,25,0,Low,Positive,6843,0.399,0.233,21859.0,27,0.0748,42.9,1,2,3,1,1,2,2,0,2,1,2,3,45.87,0.6,53.788480150946285,1199.1000000000001,0.0,0.00034023434,Low Risk,2.6611088882258627,Low,1,Silent Risk,Routine loyalty engagement and digital experience optimization
140453,0,38,Female,Married,College,1,Self-Employed,28658,Low,Less than $40K,Tier 2,West,Mass,25,Online,Multi-Product,3,Savings,Blue,6304.08,1,3,78,0,50039.0,37438.0,-3.4,4,138.75,6,21,10,9,104,1665,57,0.824,0.629,315.0,2265,1,0,1,0,0,1,0,0,1,0,2580,884.0,0.878,1,1,70886.0,2827.0,1,44.7,0,17,11,0.87,26,0,,1,57.5,1,0.318,1,1,0,1,1,0,2,0,2.4,73,3,0,2,2,0,0,75,0,Medium,Positive,2416,0.865,0.735,149668.0,28,1.1838,59.6,2,2,0,0,1,4,4,2,3,2,3,4,42.28,0.6,26.247332809983327,1050.3999999999999,1.1838,0.00019190043,Low Risk,1.2097556503687519,Low,0,Digitally Loyal,Routine loyalty engagement and digital experience optimization
140454,0,42,Male,Married,Uneducated,3,Student,48058,Lower-Middle,$40K - $60K,Tier 3,West,HNI,32,Mobile App,Premium,3,Salary,Blue,10214.84,1,1,13,1,2578.0,3527.0,-4.23,6,360.25,9,13,9,9,115,4323,72,0.724,0.5,11294.0,1809,1,0,1,1,0,1,0,1,0,0,13103,2224.0,0.138,1,1,147014.0,5468.0,0,31.9,0,12,11,0.775,15,1,5.0,1,53.6,1,0.25,1,1,0,7,2,7,1,0,4.8,35,6,0,3,0,0,0,8,0,High,Positive,3781,0.117,0.203,8151.0,23,1.3654,50.7,3,2,1,1,1,5,4,1,2,3,2,1,56.81,0.6,27.69508420764781,739.5,0.0,0.0001469519,Low Risk,1.501090194749413,Low,2,High Value,Routine loyalty engagement and digital experience optimization
140455,0,46,Female,Single,Unknown,2,Self-Employed,32676,Lower-Middle,Less than $40K,Tier 1,Central,Affluent,41,Referral,Savings Only,2,NRE/NRO,Blue,11826.1,0,1,118,1,11536.0,14249.0,-11.15,6,354.08,2,13,10,11,90,4249,76,0.637,1.235,508.0,2157,1,0,1,1,0,0,0,1,1,1,2665,2798.0,0.809,1,2,75945.0,3589.0,0,47.2,0,23,11,0.944,32,0,,1,68.0,1,0.416,3,8,0,7,3,7,5,0,3.6,62,3,0,1,1,0,0,135,1,Not Aware,Positive,2952,0.736,0.674,35757.0,34,1.318,62.4,0,2,1,0,2,4,0,0,4,4,1,4,56.72,1.7999999999999998,18.756297574889864,1203.2,0.0,0.00039124282,Low Risk,4.626876736470149,Low,0,Digitally Loyal,Routine loyalty engagement and digital experience optimization
140456,0,49,Male,Married,Graduate,2,Self-Employed,112618,Upper-Middle,$120K +,Tier 2,West,HNI,40,Online,Investment,2,Savings,Blue,27619.47,1,1,20,1,2630.0,2462.0,-1.33,7,680.0,11,14,11,9,147,8160,92,0.895,0.586,13198.0,1448,0,1,1,1,1,0,1,0,1,1,14646,4980.0,0.099,1,1,45016.0,1667.0,0,36.0,0,19,9,0.756,13,1,2.9,1,59.0,1,0.576,1,1,0,3,1,5,3,0,5.0,22,4,0,2,0,0,0,44,0,Low,Positive,7634,0.078,0.151,8464.0,28,0.1776,54.2,1,2,3,1,1,4,4,1,3,0,3,0,62.260000000000005,0.6,20.4526248869462,595.4,0.0,7.698539e-05,Low Risk,2.126295582280509,Low,1,Silent Risk,Routine loyalty engagement and digital experience optimization
140457,0,45,Female,Single,Graduate,3,Homemaker,20688,Low,Unknown,Tier 1,East,Mass,27,Branch,Multi-Product,4,Savings,Blue,5487.46,0,2,33,0,10925.0,15088.0,3.72,6,362.75,5,9,17,7,91,4353,80,0.643,0.667,730.0,1748,1,0,1,0,0,0,1,0,1,0,2478,1984.0,0.705,0,1,0.0,0.0,0,42.9,0,20,6,0.868,17,0,5.0,1,60.4,1,0.347,1,1,0,1,3,0,2,0,4.0,97,4,0,5,2,0,0,24,0,High,Positive,1236,0.625,0.568,33275.0,26,0.0,57.7,3,2,0,0,2,1,1,2,0,2,3,5,52.11,0.6,34.44161194054027,719.0999999999999,0.0,0.0002809324,Low Risk,1.541605345539283,Low,0,Digitally Loyal,Routine loyalty engagement and digital experience optimization
140458,1,45,Female,Single,Unknown,3,Salaried,46580,Lower-Middle,Less than $40K,Tier 3,East,Affluent,36,Online,Multi-Product,1,Savings,Blue,5568.36,0,1,12,1,9266.0,9340.0,18.94,6,668.67,6,11,12,6,79,8024,78,0.576,0.696,7500.0,0,1,1,1,0,0,0,0,0,0,0,7500,3579.0,0.0,0,6,0.0,0.0,0,86.0,0,12,9,0.829,28,0,,0,44.2,1,0.161,1,24,0,2,5,1,1,0,1.4,31,2,0,2,2,1,1,146,1,Low,Positive,5180,0.029,0.031,28287.0,21,0.0,38.9,1,2,1,0,2,3,1,0,3,2,3,4,34.47,0.6,8.625035425062942,1710.8,0.0,0.9919853,High Risk,5523.731382293701,High,3,Financially Stressed,Immediate relationship manager intervention with premium retention offer
140459,1,34,Female,Single,Post-Graduate,1,Salaried,38336,Lower-Middle,Less than $40K,Tier 2,South,Mass,26,Branch,Savings Only,3,Salary,Blue,2405.12,0,0,65,1,6356.0,8799.0,22.91,3,179.75,7,16,7,4,60,2157,37,0.511,0.321,1719.0,347,1,0,1,0,0,0,0,0,1,0,2066,1538.0,0.168,0,3,0.0,0.0,0,58.1,0,5,11,0.794,61,0,,0,35.5,1,0.182,1,5,0,2,5,1,4,0,3.5,-30,3,0,1,4,1,0,120,1,High,Negative,3789,0.133,0.212,20121.0,16,0.0,34.1,3,0,1,0,2,3,3,2,0,4,2,4,41.63,0.6,23.35731231180784,4019.9000000000005,0.0,0.99983025,High Risk,2404.711721191406,High,3,Financially Stressed,Immediate relationship manager intervention with premium retention offer
140460,0,54,Male,Married,Graduate,2,Self-Employed,94241,Upper-Middle,$80K - $120K,Tier 3,North,Affluent,37,Branch,Premium,3,Current,Blue,33784.07,0,3,24,1,11313.0,9119.0,-3.42,7,367.5,1,19,7,6,62,4410,86,0.679,0.623,963.0,2201,1,0,1,1,0,0,1,1,0,0,3164,1859.0,0.696,0,3,67769.0,1899.0,0,39.9,0,29,16,0.97,23,1,5.0,1,71.1,1,0.296,2,1,0,1,3,9,2,0,4.3,18,4,0,1,1,0,0,29,0,Low,Neutral,7768,0.684,0.509,33860.0,45,0.2418,66.6,1,1,3,1,1,4,2,0,0,3,0,3,60.58,1.2,31.283322803728616,768.2000000000002,0.0,0.00020494044,Low Risk,6.923722269682912,Low,2,High Value,Routine loyalty engagement and digital experience optimization
140461,0,31,Female,Married,Graduate,0,Retired,77826,Middle,Unknown,Tier 1,South,Mass,36,DSA,Multi-Product,4,Savings,Blue,15268.05,1,1,26,0,13969.0,10440.0,13.41,6,352.17,11,13,14,4,65,4226,73,1.05,0.521,2488.0,0,0,0,1,1,1,0,1,0,1,0,2488,2581.0,0.0,1,1,46266.0,1882.0,0,22.5,0,20,13,0.738,12,0,2.6,1,60.1,1,0.271,2,1,0,2,2,0,2,0,3.4,14,3,0,2,0,0,0,11,0,Medium,Positive,7318,0.0,0.004,41620.0,33,0.2902,53.1,2,2,2,0,1,2,3,2,1,2,3,5,50.73,1.2,38.53433273114734,562.8,0.0,5.214932e-05,Low Risk,0.7962184291056473,Low,2,High Value,Routine loyalty engagement and digital experience optimization
